"fkMaquina","fkComponte","dataEhora","valor","unidadeDeMedida"
1,3,2022-06-24,86.2006993006993,"%"
1,3,2022-06-25,86.2426573426574,"%"
1,3,2022-06-26,86.2846153846154,"%"
1,3,2022-06-27,86.3265734265734,"%"
1,3,2022-06-28,86.3685314685315,"%"
1,3,2022-06-29,86.4104895104895,"%"
1,3,2022-06-30,86.4524475524476,"%"
1,3,2022-07-01,86.4944055944056,"%"
1,3,2022-07-02,86.5363636363636,"%"
1,3,2022-07-03,86.5783216783217,"%"
1,3,2022-07-04,86.6202797202797,"%"
1,3,2022-07-05,86.6622377622378,"%"
1,3,2022-07-06,86.7041958041958,"%"
1,3,2022-07-07,86.7461538461538,"%"
1,3,2022-07-08,86.7881118881119,"%"
1,3,2022-07-09,86.8300699300699,"%"
1,3,2022-07-10,86.872027972028,"%"
1,3,2022-07-11,86.913986013986,"%"
1,3,2022-07-12,86.9559440559441,"%"
1,3,2022-07-13,86.9979020979021,"%"
1,3,2022-07-14,87.0398601398601,"%"
1,3,2022-07-15,87.0818181818182,"%"
1,3,2022-07-16,87.1237762237762,"%"
1,3,2022-07-17,87.1657342657343,"%"
1,3,2022-07-18,87.2076923076923,"%"
1,3,2022-07-19,87.2496503496504,"%"
1,3,2022-07-20,87.2916083916084,"%"
1,3,2022-07-21,87.3335664335664,"%"
1,3,2022-07-22,87.3755244755245,"%"
1,3,2022-07-23,87.4174825174825,"%"
1,3,2022-07-24,87.4594405594406,"%"
1,3,2022-07-25,87.5013986013986,"%"
1,3,2022-07-26,87.5433566433566,"%"
1,3,2022-07-27,87.5853146853147,"%"
1,3,2022-07-28,87.6272727272727,"%"
1,3,2022-07-29,87.6692307692308,"%"
1,3,2022-07-30,87.7111888111888,"%"
1,3,2022-07-31,87.7531468531469,"%"
1,3,2022-08-01,87.7951048951049,"%"
1,3,2022-08-02,87.8370629370629,"%"
1,3,2022-08-03,87.879020979021,"%"
1,3,2022-08-04,87.920979020979,"%"
1,3,2022-08-05,87.9629370629371,"%"
1,3,2022-08-06,88.0048951048951,"%"
1,3,2022-08-07,88.0468531468532,"%"
1,3,2022-08-08,88.0888111888112,"%"
1,3,2022-08-09,88.1307692307692,"%"
1,3,2022-08-10,88.1727272727273,"%"
1,3,2022-08-11,88.2146853146853,"%"
1,3,2022-08-12,88.2566433566434,"%"
1,3,2022-08-13,88.2986013986014,"%"
1,3,2022-08-14,88.3405594405594,"%"
1,3,2022-08-15,88.3825174825175,"%"
1,3,2022-08-16,88.4244755244755,"%"
1,3,2022-08-17,88.4664335664336,"%"
1,3,2022-08-18,88.5083916083916,"%"
1,3,2022-08-19,88.5503496503497,"%"
1,3,2022-08-20,88.5923076923077,"%"
1,3,2022-08-21,88.6342657342657,"%"
1,3,2022-08-22,88.6762237762238,"%"
1,3,2022-08-23,88.7181818181818,"%"
1,3,2022-08-24,88.7601398601399,"%"
1,3,2022-08-25,88.8020979020979,"%"
1,3,2022-08-26,88.844055944056,"%"
1,3,2022-08-27,88.886013986014,"%"
1,3,2022-08-28,88.927972027972,"%"
1,3,2022-08-29,88.9699300699301,"%"
1,3,2022-08-30,89.0118881118881,"%"
1,3,2022-08-31,89.0538461538462,"%"
1,3,2022-09-01,89.0958041958042,"%"
1,3,2022-09-02,89.1377622377622,"%"
1,3,2022-09-03,89.1797202797203,"%"
1,3,2022-09-04,89.2216783216783,"%"
1,3,2022-09-05,89.2636363636364,"%"
1,3,2022-09-06,89.3055944055944,"%"
1,3,2022-09-07,89.3475524475525,"%"
1,3,2022-09-08,89.3895104895105,"%"
1,3,2022-09-09,89.4314685314685,"%"
1,3,2022-09-10,89.4734265734266,"%"
1,3,2022-09-11,89.5153846153846,"%"
1,3,2022-09-12,89.5573426573427,"%"
1,3,2022-09-13,89.5993006993007,"%"
1,3,2022-09-14,89.6412587412588,"%"
1,3,2022-09-15,89.6832167832168,"%"
1,3,2022-09-16,89.7251748251748,"%"
1,3,2022-09-17,89.7671328671329,"%"
1,3,2022-09-18,89.8090909090909,"%"
1,3,2022-09-19,89.851048951049,"%"
1,3,2022-09-20,89.893006993007,"%"
1,3,2022-09-21,89.934965034965,"%"
1,3,2022-09-22,89.9769230769231,"%"
1,3,2022-09-23,90.0188811188811,"%"
1,3,2022-09-24,90.0608391608392,"%"
1,3,2022-09-25,90.1027972027972,"%"
1,3,2022-09-26,90.1447552447552,"%"
1,3,2022-09-27,90.1867132867133,"%"
1,3,2022-09-28,90.2286713286713,"%"
1,3,2022-09-29,90.2706293706294,"%"
1,3,2022-09-30,90.3125874125874,"%"
1,3,2022-10-01,90.3545454545455,"%"
1,3,2022-10-02,90.3965034965035,"%"
1,3,2022-10-03,90.4384615384615,"%"
1,3,2022-10-04,90.4804195804196,"%"
1,3,2022-10-05,90.5223776223776,"%"
1,3,2022-10-06,90.5643356643357,"%"
1,3,2022-10-07,90.6062937062937,"%"
1,3,2022-10-08,90.6482517482518,"%"
1,3,2022-10-09,90.6902097902098,"%"
1,3,2022-10-10,90.7321678321678,"%"
1,3,2022-10-11,90.7741258741259,"%"
1,3,2022-10-12,90.8160839160839,"%"
1,3,2022-10-13,90.858041958042,"%"
1,3,2022-10-14,90.9,"%"
